>>> %Run -c $EDITOR_CONTENT

MPY: soft reboot
start
ttest code
this is a motor driver test code
motor A backward, speed 100%
[1, 1, 0, 0, 0, 0, 0, 0, -1]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 1, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 0, 1, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 0, 1, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 0, 1, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[1, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[1, 0, 0, 2, 0, 1, 0, 0, 0]
[1, 0, 0, 2, 0, 1, 0, 0, 0]
[1, 0, 0, 2, 0, 1, 0, 0, 0]
[1, 0, 0, 2, 0, 1, 0, 0, 0]
[1, 0, 0, 1, 1, 0, 0, 0, 0]
[1, 0, 0, 0, 1, 1, 0, 0, 0]
[0, 0, 0, 2, 1, 0, 0, 0, 0]
[1, 0, 0, 2, 1, 0, 0, 0, 0]
[1, 0, 0, 2, 1, 0, 0, 1, 0]
[0, 0, 0, 2, 1, 0, 0, 0, 0]
[0, 0, 0, 1, 1, 0, 0, 1, 0]
[0, 0, 0, 1, 1, 0, 0, 1, 0]
[0, 0, 0, 2, 1, 0, 0, 0, 0]
[0, 0, 0, 1, 1, 0, 0, 1, 0]
[0, 0, 0, 2, 1, 0, 0, 1, 0]
[0, 0, 0, 2, 1, 0, 0, 1, 0]
[0, 0, 0, 1, 1, 0, 0, 1, 0]
[0, 0, 0, 2, 1, 0, 0, 1, 0]
[0, 0, 0, 2, 1, 0, 0, 1, 0]
[0, 0, 0, 1, 1, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 0, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 1, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 0, 0]
[0, 0, 0, 2, 1, 0, 0, 1, 0]
[0, 0, 0, 1, 1, 0, 0, 1, 0]
[0, 0, 0, 2, 1, 0, 0, 1, 0]
[0, 0, 0, 2, 1, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 0, 0]
[0, 0, 0, 1, 1, 1, 0, 1, 0]
[0, 0, 0, 1, 1, 1, 0, 1, 0]
[0, 0, 0, 2, 1, 1, 0, 1, 0]
[0, 0, 0, 1, 1, 1, 0, 1, 0]
[0, 0, 0, 3, 1, 1, 0, 1, 0]
[0, 0, 0, 3, 1, 1, 0, 1, 0]
[0, 0, 0, 3, 1, 1, 0, 1, 0]
[0, 0, 0, 2, 1, 1, 0, 0, 0]
[0, 0, 0, 2, 1, 1, 0, 0, 0]
[0, 0, 0, 2, 1, 1, 0, 0, 0]
[0, 0, 0, 1, 1, 1, 0, 0, 0]
[0, 0, 0, 1, 1, 1, 0, 0, 0]
[0, 0, 0, 2, 1, 1, 0, 0, 0]
[0, 0, 0, 1, 1, 1, 0, 0, 0]
[0, 0, 0, 2, 1, 1, 0, 0, 0]
[0, 0, 0, 2, 1, 1, 0, 0, 0]
[0, 0, 0, 1, 1, 1, 0, 0, 0]
[0, 0, 0, 1, 1, 1, 0, 0, 0]
[1, 0, 0, 2, 1, 0, 0, 0, 0]
[0, 0, 0, 1, 1, 0, 0, 0, 0]
[1, 0, 0, 2, 1, 0, 0, 0, 0]
[0, 0, 0, 2, 1, 0, 0, 0, 0]
[0, 0, 0, 2, 1, 0, 0, 0, 0]
[1, 0, 0, 1, 1, 0, 0, 0, 0]
[0, 0, 0, 2, 0, 0, 0, 0, 0]
[1, 0, 0, 2, 1, 0, 0, 0, 0]
[0, 0, 0, 2, 1, 0, 0, 0, 0]
[0, 0, 0, 2, 1, 0, 0, 0, 0]
[0, 0, 0, 2, 0, 0, 0, 0, 0]
[1, 0, 0, 2, 1, 0, 0, 0, 0]
[1, 0, 0, 0, 0, 0, 0, 0, 0]
[1, 0, 0, 2, 0, 0, 0, 0, 0]
[1, 0, 0, 2, 1, 0, 0, 0, 0]
[1, 0, 0, 2, 0, 0, 0, 0, 0]
[1, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0]
[1, 0, 0, 2, 1, 0, 0, 0, 0]
[0, 0, 0, 2, 0, 0, 0, 0, 0]
[1, 0, 0, 1, 1, 0, 0, 0, 0]
[1, 0, 0, 0, 0, 0, 0, 0, 0]
[1, 0, 0, 0, 1, 0, 0, 0, 0]
[1, 0, 0, 2, 0, 0, 0, 0, 0]
[1, 0, 0, 2, 1, 0, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 1, 1, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 1, 1, 0, 1, 0, 0, 0]
[0, 0, 1, 2, 0, 1, 0, 0, 0]
[0, 0, 1, 2, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 1, 2, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 1, 1, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 1, 1, 0, 1, 0, 0, 0]
[0, 0, 1, 1, 0, 1, 0, 0, 0]
[0, 0, 1, 2, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 0, 0, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 0, 0, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 0, 0, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 1, 0, 0, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 1, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 0, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 0, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 1, 0, 0, 0, 1, 0]
[0, 0, 0, 1, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 1, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 1, 0, 0, 0, 1, 0]
[0, 0, 0, 1, 0, 0, 0, 1, 0]
[0, 0, 1, 2, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 0, 0, 0, 0, 1, 0]
[0, 0, 0, 0, 0, 0, 0, 1, 0]
[0, 0, 1, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 0, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 1, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 0, 0]
[0, 0, 0, 2, 0, 0, 0, 1, 0]
[0, 0, 0, 2, 0, 0, 0, 0, 0]
[0, 0, 0, 2, 0, 0, 0, 0, 0]
[0, 0, 0, 2, 0, 0, 0, 0, 0]
[0, 0, 0, 2, 0, 0, 0, 0, 0]
[0, 0, 0, 2, 0, 0, 0, 0, 0]
[0, 0, 0, 2, 0, 0, 0, 0, 0]
